Z,N,AME2003,AME2003_sd,AME2016,AME2016_sd,JYFLTRAP2017,JYFLTRAP2017_sd,TRIUMF2018,TRIUMF2018_sd,RIKEN2018,RIKEN2018_sd,NEW2018,NEW2018_sd
102,134,*,*,*,*,*,*,*,*,*,*,*,*
102,136,*,*,*,*,*,*,*,*,*,*,*,*
102,138,*,*,*,*,*,*,*,*,*,*,*,*
102,140,*,*,*,*,*,*,*,*,*,*,*,*
102,142,*,*,*,*,*,*,*,*,*,*,*,*
102,144,*,*,*,*,*,*,*,*,*,*,*,*
102,146,*,*,*,*,*,*,*,*,*,*,*,*
102,148,*,*,*,*,*,*,*,*,*,*,*,*
102,150,1871.293042,0.012993,1871.302712,0.009292,*,*,*,*,*,*,*,*
102,152,1885.592501,0.017644,1885.593428,0.009658,*,*,*,*,*,*,*,*
102,154,1898.635672,0.007877,1898.637349,0.007743,*,*,*,*,*,*,*,*
102,156,*,*,*,*,*,*,*,*,*,*,*,*
102,158,*,*,*,*,*,*,*,*,*,*,*,*
102,160,*,*,*,*,*,*,*,*,*,*,*,*
102,162,*,*,*,*,*,*,*,*,*,*,*,*
102,164,*,*,*,*,*,*,*,*,*,*,*,*
102,166,*,*,*,*,*,*,*,*,*,*,*,*
102,168,*,*,*,*,*,*,*,*,*,*,*,*
102,170,*,*,*,*,*,*,*,*,*,*,*,*
102,172,*,*,*,*,*,*,*,*,*,*,*,*
102,174,*,*,*,*,*,*,*,*,*,*,*,*
102,176,*,*,*,*,*,*,*,*,*,*,*,*
102,178,*,*,*,*,*,*,*,*,*,*,*,*
102,180,*,*,*,*,*,*,*,*,*,*,*,*
102,182,*,*,*,*,*,*,*,*,*,*,*,*
102,184,*,*,*,*,*,*,*,*,*,*,*,*
102,186,*,*,*,*,*,*,*,*,*,*,*,*
102,188,*,*,*,*,*,*,*,*,*,*,*,*
102,190,*,*,*,*,*,*,*,*,*,*,*,*
102,192,*,*,*,*,*,*,*,*,*,*,*,*
102,194,*,*,*,*,*,*,*,*,*,*,*,*
102,196,*,*,*,*,*,*,*,*,*,*,*,*
102,198,*,*,*,*,*,*,*,*,*,*,*,*
102,200,*,*,*,*,*,*,*,*,*,*,*,*
102,202,*,*,*,*,*,*,*,*,*,*,*,*
102,204,*,*,*,*,*,*,*,*,*,*,*,*
102,206,*,*,*,*,*,*,*,*,*,*,*,*
102,208,*,*,*,*,*,*,*,*,*,*,*,*
102,210,*,*,*,*,*,*,*,*,*,*,*,*
102,212,*,*,*,*,*,*,*,*,*,*,*,*
102,214,*,*,*,*,*,*,*,*,*,*,*,*
102,216,*,*,*,*,*,*,*,*,*,*,*,*
102,218,*,*,*,*,*,*,*,*,*,*,*,*
102,220,*,*,*,*,*,*,*,*,*,*,*,*
102,222,*,*,*,*,*,*,*,*,*,*,*,*
102,224,*,*,*,*,*,*,*,*,*,*,*,*
102,226,*,*,*,*,*,*,*,*,*,*,*,*
102,228,*,*,*,*,*,*,*,*,*,*,*,*
102,230,*,*,*,*,*,*,*,*,*,*,*,*
102,232,*,*,*,*,*,*,*,*,*,*,*,*
102,234,*,*,*,*,*,*,*,*,*,*,*,*
102,236,*,*,*,*,*,*,*,*,*,*,*,*
102,238,*,*,*,*,*,*,*,*,*,*,*,*
102,240,*,*,*,*,*,*,*,*,*,*,*,*
102,242,*,*,*,*,*,*,*,*,*,*,*,*
102,244,*,*,*,*,*,*,*,*,*,*,*,*
102,246,*,*,*,*,*,*,*,*,*,*,*,*
102,248,*,*,*,*,*,*,*,*,*,*,*,*
102,250,*,*,*,*,*,*,*,*,*,*,*,*
102,252,*,*,*,*,*,*,*,*,*,*,*,*
102,254,*,*,*,*,*,*,*,*,*,*,*,*
102,256,*,*,*,*,*,*,*,*,*,*,*,*
102,258,*,*,*,*,*,*,*,*,*,*,*,*
102,260,*,*,*,*,*,*,*,*,*,*,*,*
102,262,*,*,*,*,*,*,*,*,*,*,*,*
102,264,*,*,*,*,*,*,*,*,*,*,*,*
102,266,*,*,*,*,*,*,*,*,*,*,*,*
102,268,*,*,*,*,*,*,*,*,*,*,*,*
102,270,*,*,*,*,*,*,*,*,*,*,*,*
102,272,*,*,*,*,*,*,*,*,*,*,*,*
102,274,*,*,*,*,*,*,*,*,*,*,*,*
102,276,*,*,*,*,*,*,*,*,*,*,*,*
102,278,*,*,*,*,*,*,*,*,*,*,*,*
102,280,*,*,*,*,*,*,*,*,*,*,*,*
102,282,*,*,*,*,*,*,*,*,*,*,*,*
102,284,*,*,*,*,*,*,*,*,*,*,*,*
102,286,*,*,*,*,*,*,*,*,*,*,*,*
102,288,*,*,*,*,*,*,*,*,*,*,*,*
102,290,*,*,*,*,*,*,*,*,*,*,*,*
102,292,*,*,*,*,*,*,*,*,*,*,*,*
102,294,*,*,*,*,*,*,*,*,*,*,*,*
102,296,*,*,*,*,*,*,*,*,*,*,*,*
102,298,*,*,*,*,*,*,*,*,*,*,*,*
102,300,*,*,*,*,*,*,*,*,*,*,*,*
104,124,*,*,*,*,*,*,*,*,*,*,*,*
104,126,*,*,*,*,*,*,*,*,*,*,*,*
104,128,*,*,*,*,*,*,*,*,*,*,*,*
104,130,*,*,*,*,*,*,*,*,*,*,*,*
104,132,*,*,*,*,*,*,*,*,*,*,*,*
104,134,*,*,*,*,*,*,*,*,*,*,*,*
104,136,*,*,*,*,*,*,*,*,*,*,*,*
104,138,*,*,*,*,*,*,*,*,*,*,*,*
104,140,*,*,*,*,*,*,*,*,*,*,*,*
104,142,*,*,*,*,*,*,*,*,*,*,*,*
104,144,*,*,*,*,*,*,*,*,*,*,*,*
104,146,*,*,*,*,*,*,*,*,*,*,*,*
104,148,*,*,*,*,*,*,*,*,*,*,*,*
104,150,*,*,*,*,*,*,*,*,*,*,*,*
104,152,1890.659041,0.024117,1890.672696,0.017848,*,*,*,*,*,*,*,*
104,154,*,*,1904.696345,0.031967,*,*,*,*,*,*,*,*
104,156,*,*,*,*,*,*,*,*,*,*,*,*
104,158,*,*,*,*,*,*,*,*,*,*,*,*
104,160,*,*,*,*,*,*,*,*,*,*,*,*
104,162,*,*,*,*,*,*,*,*,*,*,*,*
104,164,*,*,*,*,*,*,*,*,*,*,*,*
104,166,*,*,*,*,*,*,*,*,*,*,*,*
104,168,*,*,*,*,*,*,*,*,*,*,*,*
104,170,*,*,*,*,*,*,*,*,*,*,*,*
104,172,*,*,*,*,*,*,*,*,*,*,*,*
104,174,*,*,*,*,*,*,*,*,*,*,*,*
104,176,*,*,*,*,*,*,*,*,*,*,*,*
104,178,*,*,*,*,*,*,*,*,*,*,*,*
104,180,*,*,*,*,*,*,*,*,*,*,*,*
104,182,*,*,*,*,*,*,*,*,*,*,*,*
104,184,*,*,*,*,*,*,*,*,*,*,*,*
104,186,*,*,*,*,*,*,*,*,*,*,*,*
104,188,*,*,*,*,*,*,*,*,*,*,*,*
104,190,*,*,*,*,*,*,*,*,*,*,*,*
104,192,*,*,*,*,*,*,*,*,*,*,*,*
104,194,*,*,*,*,*,*,*,*,*,*,*,*
104,196,*,*,*,*,*,*,*,*,*,*,*,*
104,198,*,*,*,*,*,*,*,*,*,*,*,*
104,200,*,*,*,*,*,*,*,*,*,*,*,*
104,202,*,*,*,*,*,*,*,*,*,*,*,*
104,204,*,*,*,*,*,*,*,*,*,*,*,*
104,206,*,*,*,*,*,*,*,*,*,*,*,*
104,208,*,*,*,*,*,*,*,*,*,*,*,*
104,210,*,*,*,*,*,*,*,*,*,*,*,*
104,212,*,*,*,*,*,*,*,*,*,*,*,*
104,214,*,*,*,*,*,*,*,*,*,*,*,*
104,216,*,*,*,*,*,*,*,*,*,*,*,*
104,218,*,*,*,*,*,*,*,*,*,*,*,*
104,220,*,*,*,*,*,*,*,*,*,*,*,*
104,222,*,*,*,*,*,*,*,*,*,*,*,*
104,224,*,*,*,*,*,*,*,*,*,*,*,*
104,226,*,*,*,*,*,*,*,*,*,*,*,*
104,228,*,*,*,*,*,*,*,*,*,*,*,*
104,230,*,*,*,*,*,*,*,*,*,*,*,*
104,232,*,*,*,*,*,*,*,*,*,*,*,*
104,234,*,*,*,*,*,*,*,*,*,*,*,*
104,236,*,*,*,*,*,*,*,*,*,*,*,*
104,238,*,*,*,*,*,*,*,*,*,*,*,*
104,240,*,*,*,*,*,*,*,*,*,*,*,*
104,242,*,*,*,*,*,*,*,*,*,*,*,*
104,244,*,*,*,*,*,*,*,*,*,*,*,*
104,246,*,*,*,*,*,*,*,*,*,*,*,*
104,248,*,*,*,*,*,*,*,*,*,*,*,*
104,250,*,*,*,*,*,*,*,*,*,*,*,*
104,252,*,*,*,*,*,*,*,*,*,*,*,*
104,254,*,*,*,*,*,*,*,*,*,*,*,*
104,256,*,*,*,*,*,*,*,*,*,*,*,*
104,258,*,*,*,*,*,*,*,*,*,*,*,*
104,260,*,*,*,*,*,*,*,*,*,*,*,*
104,262,*,*,*,*,*,*,*,*,*,*,*,*
104,264,*,*,*,*,*,*,*,*,*,*,*,*
104,266,*,*,*,*,*,*,*,*,*,*,*,*
104,268,*,*,*,*,*,*,*,*,*,*,*,*
104,270,*,*,*,*,*,*,*,*,*,*,*,*
104,272,*,*,*,*,*,*,*,*,*,*,*,*
104,274,*,*,*,*,*,*,*,*,*,*,*,*
104,276,*,*,*,*,*,*,*,*,*,*,*,*
104,278,*,*,*,*,*,*,*,*,*,*,*,*
104,280,*,*,*,*,*,*,*,*,*,*,*,*
104,282,*,*,*,*,*,*,*,*,*,*,*,*
104,284,*,*,*,*,*,*,*,*,*,*,*,*
104,286,*,*,*,*,*,*,*,*,*,*,*,*
104,288,*,*,*,*,*,*,*,*,*,*,*,*
104,290,*,*,*,*,*,*,*,*,*,*,*,*
104,292,*,*,*,*,*,*,*,*,*,*,*,*
104,294,*,*,*,*,*,*,*,*,*,*,*,*
104,296,*,*,*,*,*,*,*,*,*,*,*,*
104,298,*,*,*,*,*,*,*,*,*,*,*,*
104,300,*,*,*,*,*,*,*,*,*,*,*,*
106,128,*,*,*,*,*,*,*,*,*,*,*,*
106,130,*,*,*,*,*,*,*,*,*,*,*,*
106,132,*,*,*,*,*,*,*,*,*,*,*,*
106,134,*,*,*,*,*,*,*,*,*,*,*,*
106,136,*,*,*,*,*,*,*,*,*,*,*,*
106,138,*,*,*,*,*,*,*,*,*,*,*,*
106,140,*,*,*,*,*,*,*,*,*,*,*,*
106,142,*,*,*,*,*,*,*,*,*,*,*,*
106,144,*,*,*,*,*,*,*,*,*,*,*,*
106,146,*,*,*,*,*,*,*,*,*,*,*,*
106,148,*,*,*,*,*,*,*,*,*,*,*,*
106,150,*,*,*,*,*,*,*,*,*,*,*,*
106,152,*,*,*,*,*,*,*,*,*,*,*,*
106,154,1909.031876,0.038859,1909.067798,0.020536,*,*,*,*,*,*,*,*
106,156,*,*,1923.392215,0.035411,*,*,*,*,*,*,*,*
106,158,*,*,*,*,*,*,*,*,*,*,*,*
106,160,*,*,*,*,*,*,*,*,*,*,*,*
106,162,*,*,*,*,*,*,*,*,*,*,*,*
106,164,*,*,*,*,*,*,*,*,*,*,*,*
106,166,*,*,*,*,*,*,*,*,*,*,*,*
106,168,*,*,*,*,*,*,*,*,*,*,*,*
106,170,*,*,*,*,*,*,*,*,*,*,*,*
106,172,*,*,*,*,*,*,*,*,*,*,*,*
106,174,*,*,*,*,*,*,*,*,*,*,*,*
106,176,*,*,*,*,*,*,*,*,*,*,*,*
106,178,*,*,*,*,*,*,*,*,*,*,*,*
106,180,*,*,*,*,*,*,*,*,*,*,*,*
106,182,*,*,*,*,*,*,*,*,*,*,*,*
106,184,*,*,*,*,*,*,*,*,*,*,*,*
106,186,*,*,*,*,*,*,*,*,*,*,*,*
106,188,*,*,*,*,*,*,*,*,*,*,*,*
106,190,*,*,*,*,*,*,*,*,*,*,*,*
106,192,*,*,*,*,*,*,*,*,*,*,*,*
106,194,*,*,*,*,*,*,*,*,*,*,*,*
106,196,*,*,*,*,*,*,*,*,*,*,*,*
106,198,*,*,*,*,*,*,*,*,*,*,*,*
106,200,*,*,*,*,*,*,*,*,*,*,*,*
106,202,*,*,*,*,*,*,*,*,*,*,*,*
106,204,*,*,*,*,*,*,*,*,*,*,*,*
106,206,*,*,*,*,*,*,*,*,*,*,*,*
106,208,*,*,*,*,*,*,*,*,*,*,*,*
106,210,*,*,*,*,*,*,*,*,*,*,*,*
106,212,*,*,*,*,*,*,*,*,*,*,*,*
106,214,*,*,*,*,*,*,*,*,*,*,*,*
106,216,*,*,*,*,*,*,*,*,*,*,*,*
106,218,*,*,*,*,*,*,*,*,*,*,*,*
106,220,*,*,*,*,*,*,*,*,*,*,*,*
106,222,*,*,*,*,*,*,*,*,*,*,*,*
106,224,*,*,*,*,*,*,*,*,*,*,*,*
106,226,*,*,*,*,*,*,*,*,*,*,*,*
106,228,*,*,*,*,*,*,*,*,*,*,*,*
106,230,*,*,*,*,*,*,*,*,*,*,*,*
106,232,*,*,*,*,*,*,*,*,*,*,*,*
106,234,*,*,*,*,*,*,*,*,*,*,*,*
106,236,*,*,*,*,*,*,*,*,*,*,*,*
106,238,*,*,*,*,*,*,*,*,*,*,*,*
106,240,*,*,*,*,*,*,*,*,*,*,*,*
106,242,*,*,*,*,*,*,*,*,*,*,*,*
106,244,*,*,*,*,*,*,*,*,*,*,*,*
106,246,*,*,*,*,*,*,*,*,*,*,*,*
106,248,*,*,*,*,*,*,*,*,*,*,*,*
106,250,*,*,*,*,*,*,*,*,*,*,*,*
106,252,*,*,*,*,*,*,*,*,*,*,*,*
106,254,*,*,*,*,*,*,*,*,*,*,*,*
106,256,*,*,*,*,*,*,*,*,*,*,*,*
106,258,*,*,*,*,*,*,*,*,*,*,*,*
106,260,*,*,*,*,*,*,*,*,*,*,*,*
106,262,*,*,*,*,*,*,*,*,*,*,*,*
106,264,*,*,*,*,*,*,*,*,*,*,*,*
106,266,*,*,*,*,*,*,*,*,*,*,*,*
106,268,*,*,*,*,*,*,*,*,*,*,*,*
106,270,*,*,*,*,*,*,*,*,*,*,*,*
106,272,*,*,*,*,*,*,*,*,*,*,*,*
106,274,*,*,*,*,*,*,*,*,*,*,*,*
106,276,*,*,*,*,*,*,*,*,*,*,*,*
106,278,*,*,*,*,*,*,*,*,*,*,*,*
106,280,*,*,*,*,*,*,*,*,*,*,*,*
106,282,*,*,*,*,*,*,*,*,*,*,*,*
106,284,*,*,*,*,*,*,*,*,*,*,*,*
106,286,*,*,*,*,*,*,*,*,*,*,*,*
106,288,*,*,*,*,*,*,*,*,*,*,*,*
106,290,*,*,*,*,*,*,*,*,*,*,*,*
106,292,*,*,*,*,*,*,*,*,*,*,*,*
106,294,*,*,*,*,*,*,*,*,*,*,*,*
106,296,*,*,*,*,*,*,*,*,*,*,*,*
106,298,*,*,*,*,*,*,*,*,*,*,*,*
106,300,*,*,*,*,*,*,*,*,*,*,*,*
108,134,*,*,*,*,*,*,*,*,*,*,*,*
108,136,*,*,*,*,*,*,*,*,*,*,*,*
108,138,*,*,*,*,*,*,*,*,*,*,*,*
108,140,*,*,*,*,*,*,*,*,*,*,*,*
108,142,*,*,*,*,*,*,*,*,*,*,*,*
108,144,*,*,*,*,*,*,*,*,*,*,*,*
108,146,*,*,*,*,*,*,*,*,*,*,*,*
108,148,*,*,*,*,*,*,*,*,*,*,*,*
108,150,*,*,*,*,*,*,*,*,*,*,*,*
108,152,*,*,*,*,*,*,*,*,*,*,*,*
108,154,*,*,*,*,*,*,*,*,*,*,*,*
108,156,1926.73689,0.043846,1926.772734,0.028881,*,*,*,*,*,*,*,*
108,158,*,*,1941.342219,0.038695,*,*,*,*,*,*,*,*
108,160,*,*,*,*,*,*,*,*,*,*,*,*
108,162,*,*,*,*,*,*,*,*,*,*,*,*
108,164,*,*,*,*,*,*,*,*,*,*,*,*
108,166,*,*,*,*,*,*,*,*,*,*,*,*
108,168,*,*,*,*,*,*,*,*,*,*,*,*
108,170,*,*,*,*,*,*,*,*,*,*,*,*
108,172,*,*,*,*,*,*,*,*,*,*,*,*
108,174,*,*,*,*,*,*,*,*,*,*,*,*
108,176,*,*,*,*,*,*,*,*,*,*,*,*
108,178,*,*,*,*,*,*,*,*,*,*,*,*
108,180,*,*,*,*,*,*,*,*,*,*,*,*
108,182,*,*,*,*,*,*,*,*,*,*,*,*
108,184,*,*,*,*,*,*,*,*,*,*,*,*
108,186,*,*,*,*,*,*,*,*,*,*,*,*
108,188,*,*,*,*,*,*,*,*,*,*,*,*
108,190,*,*,*,*,*,*,*,*,*,*,*,*
108,192,*,*,*,*,*,*,*,*,*,*,*,*
108,194,*,*,*,*,*,*,*,*,*,*,*,*
108,196,*,*,*,*,*,*,*,*,*,*,*,*
108,198,*,*,*,*,*,*,*,*,*,*,*,*
108,200,*,*,*,*,*,*,*,*,*,*,*,*
108,202,*,*,*,*,*,*,*,*,*,*,*,*
108,204,*,*,*,*,*,*,*,*,*,*,*,*
108,206,*,*,*,*,*,*,*,*,*,*,*,*
108,208,*,*,*,*,*,*,*,*,*,*,*,*
108,210,*,*,*,*,*,*,*,*,*,*,*,*
108,212,*,*,*,*,*,*,*,*,*,*,*,*
108,214,*,*,*,*,*,*,*,*,*,*,*,*
108,216,*,*,*,*,*,*,*,*,*,*,*,*
108,218,*,*,*,*,*,*,*,*,*,*,*,*
108,220,*,*,*,*,*,*,*,*,*,*,*,*
108,222,*,*,*,*,*,*,*,*,*,*,*,*
108,224,*,*,*,*,*,*,*,*,*,*,*,*
108,226,*,*,*,*,*,*,*,*,*,*,*,*
108,228,*,*,*,*,*,*,*,*,*,*,*,*
108,230,*,*,*,*,*,*,*,*,*,*,*,*
108,232,*,*,*,*,*,*,*,*,*,*,*,*
108,234,*,*,*,*,*,*,*,*,*,*,*,*
108,236,*,*,*,*,*,*,*,*,*,*,*,*
108,238,*,*,*,*,*,*,*,*,*,*,*,*
108,240,*,*,*,*,*,*,*,*,*,*,*,*
108,242,*,*,*,*,*,*,*,*,*,*,*,*
108,244,*,*,*,*,*,*,*,*,*,*,*,*
108,246,*,*,*,*,*,*,*,*,*,*,*,*
108,248,*,*,*,*,*,*,*,*,*,*,*,*
108,250,*,*,*,*,*,*,*,*,*,*,*,*
108,252,*,*,*,*,*,*,*,*,*,*,*,*
108,254,*,*,*,*,*,*,*,*,*,*,*,*
108,256,*,*,*,*,*,*,*,*,*,*,*,*
108,258,*,*,*,*,*,*,*,*,*,*,*,*
108,260,*,*,*,*,*,*,*,*,*,*,*,*
108,262,*,*,*,*,*,*,*,*,*,*,*,*
108,264,*,*,*,*,*,*,*,*,*,*,*,*
108,266,*,*,*,*,*,*,*,*,*,*,*,*
108,268,*,*,*,*,*,*,*,*,*,*,*,*
108,270,*,*,*,*,*,*,*,*,*,*,*,*
108,272,*,*,*,*,*,*,*,*,*,*,*,*
108,274,*,*,*,*,*,*,*,*,*,*,*,*
108,276,*,*,*,*,*,*,*,*,*,*,*,*
108,278,*,*,*,*,*,*,*,*,*,*,*,*
108,280,*,*,*,*,*,*,*,*,*,*,*,*
108,282,*,*,*,*,*,*,*,*,*,*,*,*
108,284,*,*,*,*,*,*,*,*,*,*,*,*
108,286,*,*,*,*,*,*,*,*,*,*,*,*
108,288,*,*,*,*,*,*,*,*,*,*,*,*
108,290,*,*,*,*,*,*,*,*,*,*,*,*
108,292,*,*,*,*,*,*,*,*,*,*,*,*
108,294,*,*,*,*,*,*,*,*,*,*,*,*
108,296,*,*,*,*,*,*,*,*,*,*,*,*
108,298,*,*,*,*,*,*,*,*,*,*,*,*
108,300,*,*,*,*,*,*,*,*,*,*,*,*
110,134,*,*,*,*,*,*,*,*,*,*,*,*
110,136,*,*,*,*,*,*,*,*,*,*,*,*
110,138,*,*,*,*,*,*,*,*,*,*,*,*
110,140,*,*,*,*,*,*,*,*,*,*,*,*
110,142,*,*,*,*,*,*,*,*,*,*,*,*
110,144,*,*,*,*,*,*,*,*,*,*,*,*
110,146,*,*,*,*,*,*,*,*,*,*,*,*
110,148,*,*,*,*,*,*,*,*,*,*,*,*
110,150,*,*,*,*,*,*,*,*,*,*,*,*
110,152,*,*,*,*,*,*,*,*,*,*,*,*
110,154,*,*,*,*,*,*,*,*,*,*,*,*
110,156,*,*,*,*,*,*,*,*,*,*,*,*
110,158,*,*,*,*,*,*,*,*,*,*,*,*
110,160,*,*,1958.520915,0.048011,*,*,*,*,*,*,*,*
110,162,*,*,*,*,*,*,*,*,*,*,*,*
110,164,*,*,*,*,*,*,*,*,*,*,*,*
110,166,*,*,*,*,*,*,*,*,*,*,*,*
110,168,*,*,*,*,*,*,*,*,*,*,*,*
110,170,*,*,*,*,*,*,*,*,*,*,*,*
110,172,*,*,*,*,*,*,*,*,*,*,*,*
110,174,*,*,*,*,*,*,*,*,*,*,*,*
110,176,*,*,*,*,*,*,*,*,*,*,*,*
110,178,*,*,*,*,*,*,*,*,*,*,*,*
110,180,*,*,*,*,*,*,*,*,*,*,*,*
110,182,*,*,*,*,*,*,*,*,*,*,*,*
110,184,*,*,*,*,*,*,*,*,*,*,*,*
110,186,*,*,*,*,*,*,*,*,*,*,*,*
110,188,*,*,*,*,*,*,*,*,*,*,*,*
110,190,*,*,*,*,*,*,*,*,*,*,*,*
110,192,*,*,*,*,*,*,*,*,*,*,*,*
110,194,*,*,*,*,*,*,*,*,*,*,*,*
110,196,*,*,*,*,*,*,*,*,*,*,*,*
110,198,*,*,*,*,*,*,*,*,*,*,*,*
110,200,*,*,*,*,*,*,*,*,*,*,*,*
110,202,*,*,*,*,*,*,*,*,*,*,*,*
110,204,*,*,*,*,*,*,*,*,*,*,*,*
110,206,*,*,*,*,*,*,*,*,*,*,*,*
110,208,*,*,*,*,*,*,*,*,*,*,*,*
110,210,*,*,*,*,*,*,*,*,*,*,*,*
110,212,*,*,*,*,*,*,*,*,*,*,*,*
110,214,*,*,*,*,*,*,*,*,*,*,*,*
110,216,*,*,*,*,*,*,*,*,*,*,*,*
110,218,*,*,*,*,*,*,*,*,*,*,*,*
110,220,*,*,*,*,*,*,*,*,*,*,*,*
110,222,*,*,*,*,*,*,*,*,*,*,*,*
110,224,*,*,*,*,*,*,*,*,*,*,*,*
110,226,*,*,*,*,*,*,*,*,*,*,*,*
110,228,*,*,*,*,*,*,*,*,*,*,*,*
110,230,*,*,*,*,*,*,*,*,*,*,*,*
110,232,*,*,*,*,*,*,*,*,*,*,*,*
110,234,*,*,*,*,*,*,*,*,*,*,*,*
110,236,*,*,*,*,*,*,*,*,*,*,*,*
110,238,*,*,*,*,*,*,*,*,*,*,*,*
110,240,*,*,*,*,*,*,*,*,*,*,*,*
110,242,*,*,*,*,*,*,*,*,*,*,*,*
110,244,*,*,*,*,*,*,*,*,*,*,*,*
110,246,*,*,*,*,*,*,*,*,*,*,*,*
110,248,*,*,*,*,*,*,*,*,*,*,*,*
110,250,*,*,*,*,*,*,*,*,*,*,*,*
110,252,*,*,*,*,*,*,*,*,*,*,*,*
110,254,*,*,*,*,*,*,*,*,*,*,*,*
110,256,*,*,*,*,*,*,*,*,*,*,*,*
110,258,*,*,*,*,*,*,*,*,*,*,*,*
110,260,*,*,*,*,*,*,*,*,*,*,*,*
110,262,*,*,*,*,*,*,*,*,*,*,*,*
110,264,*,*,*,*,*,*,*,*,*,*,*,*
110,266,*,*,*,*,*,*,*,*,*,*,*,*
110,268,*,*,*,*,*,*,*,*,*,*,*,*
110,270,*,*,*,*,*,*,*,*,*,*,*,*
110,272,*,*,*,*,*,*,*,*,*,*,*,*
110,274,*,*,*,*,*,*,*,*,*,*,*,*
110,276,*,*,*,*,*,*,*,*,*,*,*,*
110,278,*,*,*,*,*,*,*,*,*,*,*,*
110,280,*,*,*,*,*,*,*,*,*,*,*,*
110,282,*,*,*,*,*,*,*,*,*,*,*,*
110,284,*,*,*,*,*,*,*,*,*,*,*,*
110,286,*,*,*,*,*,*,*,*,*,*,*,*
110,288,*,*,*,*,*,*,*,*,*,*,*,*
110,290,*,*,*,*,*,*,*,*,*,*,*,*
110,292,*,*,*,*,*,*,*,*,*,*,*,*
110,294,*,*,*,*,*,*,*,*,*,*,*,*
110,296,*,*,*,*,*,*,*,*,*,*,*,*
110,298,*,*,*,*,*,*,*,*,*,*,*,*
110,300,*,*,*,*,*,*,*,*,*,*,*,*
112,134,*,*,*,*,*,*,*,*,*,*,*,*
112,136,*,*,*,*,*,*,*,*,*,*,*,*
112,138,*,*,*,*,*,*,*,*,*,*,*,*
112,140,*,*,*,*,*,*,*,*,*,*,*,*
112,142,*,*,*,*,*,*,*,*,*,*,*,*
112,144,*,*,*,*,*,*,*,*,*,*,*,*
112,146,*,*,*,*,*,*,*,*,*,*,*,*
112,148,*,*,*,*,*,*,*,*,*,*,*,*
112,150,*,*,*,*,*,*,*,*,*,*,*,*
112,152,*,*,*,*,*,*,*,*,*,*,*,*
112,154,*,*,*,*,*,*,*,*,*,*,*,*
112,156,*,*,*,*,*,*,*,*,*,*,*,*
112,158,*,*,*,*,*,*,*,*,*,*,*,*
112,160,*,*,*,*,*,*,*,*,*,*,*,*
112,162,*,*,*,*,*,*,*,*,*,*,*,*
112,164,*,*,*,*,*,*,*,*,*,*,*,*
112,166,*,*,*,*,*,*,*,*,*,*,*,*
112,168,*,*,*,*,*,*,*,*,*,*,*,*
112,170,*,*,*,*,*,*,*,*,*,*,*,*
112,172,*,*,*,*,*,*,*,*,*,*,*,*
112,174,*,*,*,*,*,*,*,*,*,*,*,*
112,176,*,*,*,*,*,*,*,*,*,*,*,*
112,178,*,*,*,*,*,*,*,*,*,*,*,*
112,180,*,*,*,*,*,*,*,*,*,*,*,*
112,182,*,*,*,*,*,*,*,*,*,*,*,*
112,184,*,*,*,*,*,*,*,*,*,*,*,*
112,186,*,*,*,*,*,*,*,*,*,*,*,*
112,188,*,*,*,*,*,*,*,*,*,*,*,*
112,190,*,*,*,*,*,*,*,*,*,*,*,*
112,192,*,*,*,*,*,*,*,*,*,*,*,*
112,194,*,*,*,*,*,*,*,*,*,*,*,*
112,196,*,*,*,*,*,*,*,*,*,*,*,*
112,198,*,*,*,*,*,*,*,*,*,*,*,*
112,200,*,*,*,*,*,*,*,*,*,*,*,*
112,202,*,*,*,*,*,*,*,*,*,*,*,*
112,204,*,*,*,*,*,*,*,*,*,*,*,*
112,206,*,*,*,*,*,*,*,*,*,*,*,*
112,208,*,*,*,*,*,*,*,*,*,*,*,*
112,210,*,*,*,*,*,*,*,*,*,*,*,*
112,212,*,*,*,*,*,*,*,*,*,*,*,*
112,214,*,*,*,*,*,*,*,*,*,*,*,*
112,216,*,*,*,*,*,*,*,*,*,*,*,*
112,218,*,*,*,*,*,*,*,*,*,*,*,*
112,220,*,*,*,*,*,*,*,*,*,*,*,*
112,222,*,*,*,*,*,*,*,*,*,*,*,*
112,224,*,*,*,*,*,*,*,*,*,*,*,*
112,226,*,*,*,*,*,*,*,*,*,*,*,*
112,228,*,*,*,*,*,*,*,*,*,*,*,*
112,230,*,*,*,*,*,*,*,*,*,*,*,*
112,232,*,*,*,*,*,*,*,*,*,*,*,*
112,234,*,*,*,*,*,*,*,*,*,*,*,*
112,236,*,*,*,*,*,*,*,*,*,*,*,*
112,238,*,*,*,*,*,*,*,*,*,*,*,*
112,240,*,*,*,*,*,*,*,*,*,*,*,*
112,242,*,*,*,*,*,*,*,*,*,*,*,*
112,244,*,*,*,*,*,*,*,*,*,*,*,*
112,246,*,*,*,*,*,*,*,*,*,*,*,*
112,248,*,*,*,*,*,*,*,*,*,*,*,*
112,250,*,*,*,*,*,*,*,*,*,*,*,*
112,252,*,*,*,*,*,*,*,*,*,*,*,*
112,254,*,*,*,*,*,*,*,*,*,*,*,*
112,256,*,*,*,*,*,*,*,*,*,*,*,*
112,258,*,*,*,*,*,*,*,*,*,*,*,*
112,260,*,*,*,*,*,*,*,*,*,*,*,*
